date,MYS,VNM,PHL
2022-01-07,14.0,233.0,128.0
2022-01-08,13.0,240.0,264.0
2022-01-09,23.0,202.0,15.0
2022-01-10,18.0,212.0,143.0
2022-01-11,27.0,256.0,218.0
2022-01-12,15.0,177.0,143.0
2022-01-13,12.0,206.0,82.0
2022-01-14,12.0,171.0,79.0
2022-01-15,19.0,139.0,43.0
2022-01-16,12.0,129.0,49.0
2022-01-17,16.0,179.0,22.0
2022-01-18,9.0,184.0,33.0
2022-01-19,13.0,142.0,82.0
2022-01-20,22.0,152.0,109.0
2022-01-21,15.0,177.0,156.0
2022-01-22,15.0,153.0,97.0
2022-01-23,9.0,123.0,66.0
2022-01-24,10.0,165.0,47.0
2022-01-25,16.0,126.0,79.0
2022-01-26,12.0,155.0,66.0
2022-01-27,10.0,126.0,72.0
2022-01-28,12.0,141.0,65.0
2022-01-29,5.0,115.0,70.0
2022-01-30,8.0,121.0,20.0
2022-01-31,13.0,109.0,112.0
2022-02-01,7.0,0.0,51.0
2022-02-02,7.0,0.0,43.0
2022-02-03,8.0,286.0,71.0
2022-02-04,11.0,84.0,46.0
2022-02-05,14.0,114.0,0.0
2022-02-06,9.0,63.0,312.0
2022-02-07,9.0,100.0,12.0
2022-02-08,13.0,97.0,83.0
2022-02-09,9.0,93.0,69.0
2022-02-10,10.0,74.0,93.0
2022-02-11,24.0,96.0,71.0
2022-02-12,15.0,78.0,76.0
2022-02-13,11.0,84.0,0.0
2022-02-14,24.0,91.0,164.0
2022-02-15,31.0,85.0,52.0
2022-02-16,21.0,66.0,77.0
2022-02-17,39.0,90.0,107.0
2022-02-18,24.0,80.0,79.0
2022-02-19,46.0,65.0,198.0
2022-02-20,37.0,78.0,77.0
2022-02-21,43.0,104.0,79.0
2022-02-22,43.0,77.0,13.0
2022-02-23,55.0,37.0,201.0
2022-02-24,46.0,165.0,188.0
2022-02-25,57.0,78.0,59.0
2022-02-26,43.0,88.0,127.0
2022-02-27,40.0,94.0,50.0
2022-02-28,75.0,108.0,50.0
2022-03-01,78.0,86.0,0.0
2022-03-02,115.0,114.0,53.0
2022-03-03,86.0,95.0,34.0
2022-03-04,78.0,97.0,232.0
2022-03-05,67.0,82.0,109.0
2022-03-06,55.0,87.0,144.0
2022-03-07,77.0,78.0,43.0
2022-03-08,79.0,86.0,6.0
2022-03-09,113.0,109.0,110.0
2022-03-10,70.0,71.0,76.0
2022-03-11,53.0,71.0,0.0
2022-03-12,100.0,62.0,183.0
2022-03-13,87.0,95.0,169.0
2022-03-14,92.0,92.0,15.0
2022-03-15,95.0,68.0,0.0
2022-03-16,105.0,62.0,110.0
2022-03-17,86.0,76.0,145.0
2022-03-18,59.0,57.0,0.0
2022-03-19,85.0,77.0,143.0
2022-03-20,71.0,63.0,240.0
2022-03-21,63.0,69.0,13.0
2022-03-22,72.0,65.0,5.0
2022-03-23,65.0,61.0,282.0
2022-03-24,64.0,70.0,208.0
2022-03-25,53.0,51.0,0.0
2022-03-26,34.0,62.0,113.0
2022-03-27,37.0,48.0,131.0
2022-03-28,54.0,52.0,15.0
2022-03-29,64.0,55.0,8.0
2022-03-30,33.0,41.0,87.0
2022-03-31,44.0,39.0,124.0
2022-04-01,30.0,33.0,75.0
2022-04-02,56.0,37.0,0.0
2022-04-03,30.0,37.0,19.0
2022-04-04,28.0,42.0,22.0
2022-04-05,33.0,39.0,5.0
2022-04-06,32.0,31.0,52.0
2022-04-07,36.0,21.0,169.0
2022-04-08,31.0,35.0,0.0
2022-04-09,21.0,26.0,139.0
2022-04-10,12.0,19.0,39.0
2022-04-11,19.0,17.0,8.0
2022-04-12,30.0,28.0,1.0
2022-04-13,22.0,20.0,113.0
2022-04-14,18.0,23.0,41.0
2022-04-15,0.0,23.0,0.0
2022-04-16,28.0,10.0,32.0
2022-04-17,12.0,10.0,5.0
2022-04-18,16.0,13.0,7.0
2022-04-19,12.0,18.0,6.0
2022-04-20,16.0,7.0,8.0
2022-04-21,5.0,9.0,66.0
2022-04-22,12.0,7.0,0.0
2022-04-23,9.0,6.0,123.0
2022-04-24,8.0,9.0,3.0
2022-04-25,8.0,8.0,12.0
2022-04-26,13.0,8.0,1.0
2022-04-27,6.0,5.0,20.0
2022-04-28,10.0,3.0,52.0
2022-04-29,6.0,1.0,0.0
2022-04-30,5.0,3.0,74.0
2022-05-01,3.0,1.0,56.0
2022-05-02,5.0,2.0,13.0
2022-05-03,9.0,0.0,2.0
2022-05-04,3.0,3.0,27.0
2022-05-05,2.0,2.0,0.0
2022-05-06,7.0,6.0,0.0
2022-05-07,3.0,0.0,0.0
2022-05-08,4.0,1.0,0.0
2022-05-09,1.0,1.0,0.0
2022-05-10,6.0,1.0,0.0
2022-05-11,8.0,2.0,0.0
2022-05-12,4.0,3.0,13.0
2022-05-13,5.0,0.0,0.0
2022-05-14,5.0,2.0,0.0
2022-05-15,3.0,0.0,0.0
2022-05-16,5.0,2.0,0.0
2022-05-17,3.0,4.0,0.0
2022-05-18,7.0,1.0,0.0
2022-05-19,3.0,1.0,0.0
2022-05-20,5.0,2.0,0.0
2022-05-21,0.0,0.0,3.0
2022-05-22,5.0,0.0,0.0
2022-05-23,2.0,1.0,0.0
2022-05-24,2.0,0.0,0.0
2022-05-25,6.0,2.0,0.0
2022-05-26,3.0,0.0,0.0
2022-05-27,2.0,0.0,0.0
2022-05-28,2.0,0.0,0.0
2022-05-29,5.0,0.0,0.0
2022-05-30,4.0,0.0,0.0
2022-05-31,7.0,1.0,0.0
2022-06-01,4.0,1.0,0.0
2022-06-02,1.0,0.0,0.0
2022-06-03,5.0,0.0,1.0
2022-06-04,2.0,0.0,0.0
2022-06-05,2.0,1.0,0.0
2022-06-06,9.0,0.0,0.0
2022-06-07,6.0,0.0,0.0
2022-06-08,3.0,0.0,0.0
2022-06-09,0.0,1.0,0.0
2022-06-10,3.0,0.0,0.0
2022-06-11,1.0,1.0,5.0
2022-06-12,4.0,0.0,0.0
2022-06-13,4.0,0.0,0.0
2022-06-14,5.0,0.0,0.0
2022-06-15,5.0,0.0,0.0
2022-06-16,2.0,0.0,0.0
2022-06-17,0.0,0.0,0.0
2022-06-18,0.0,0.0,6.0
2022-06-19,3.0,0.0,0.0
2022-06-20,2.0,1.0,9.0
2022-06-21,4.0,0.0,8.0
2022-06-22,1.0,0.0,11.0
2022-06-23,3.0,0.0,0.0
2022-06-24,0.0,0.0,0.0
2022-06-25,1.0,0.0,23.0
2022-06-26,8.0,0.0,0.0
2022-06-27,4.0,3.0,13.0
2022-06-28,5.0,0.0,11.0
2022-06-29,2.0,0.0,13.0
2022-06-30,0.0,0.0,0.0
2022-07-01,6.0,0.0,0.0
2022-07-02,0.0,0.0,0.0
2022-07-03,13.0,1.0,47.0
2022-07-04,3.0,0.0,8.0
2022-07-05,5.0,1.0,12.0
2022-07-06,3.0,0.0,3.0
2022-07-07,0.0,0.0,0.0
2022-07-08,14.0,0.0,15.0
2022-07-09,2.0,0.0,0.0
2022-07-10,5.0,0.0,0.0
2022-07-11,3.0,0.0,0.0
2022-07-12,9.0,1.0,0.0
2022-07-13,8.0,0.0,1.0
2022-07-14,0.0,0.0,0.0
2022-07-15,12.0,0.0,0.0
2022-07-16,7.0,1.0,0.0
2022-07-17,7.0,0.0,0.0
2022-07-18,8.0,0.0,0.0
2022-07-19,8.0,0.0,0.0
2022-07-20,10.0,0.0,0.0
2022-07-21,0.0,0.0,0.0
2022-07-22,23.0,0.0,0.0
2022-07-23,3.0,1.0,42.0
2022-07-24,9.0,0.0,11.0
2022-07-25,9.0,0.0,0.0
2022-07-26,10.0,0.0,0.0
2022-07-27,4.0,0.0,10.0
2022-07-28,0.0,0.0,0.0
2022-07-29,14.0,0.0,0.0
2022-07-30,9.0,1.0,23.0
2022-07-31,8.0,0.0,10.0
2022-08-01,8.0,1.0,12.0
2022-08-02,10.0,0.0,13.0
2022-08-03,8.0,0.0,11.0
2022-08-04,0.0,0.0,34.0
2022-08-05,17.0,0.0,0.0
2022-08-06,6.0,0.0,0.0
2022-08-07,6.0,0.0,30.0
2022-08-08,12.0,0.0,27.0
2022-08-09,12.0,1.0,25.0
2022-08-10,10.0,0.0,27.0
2022-08-11,4.0,1.0,0.0
2022-08-12,10.0,1.0,0.0
2022-08-13,5.0,1.0,120.0
2022-08-14,8.0,0.0,42.0
2022-08-15,9.0,0.0,49.0
2022-08-16,15.0,5.0,46.0
2022-08-17,7.0,0.0,48.0
2022-08-18,8.0,0.0,0.0
2022-08-19,4.0,2.0,136.0
2022-08-20,9.0,0.0,0.0
2022-08-21,10.0,1.0,29.0
2022-08-22,11.0,0.0,40.0
2022-08-23,11.0,2.0,50.0
2022-08-24,8.0,2.0,43.0
2022-08-25,0.0,0.0,0.0
2022-08-26,11.0,0.0,0.0
2022-08-27,2.0,2.0,148.0
2022-08-28,8.0,1.0,53.0
2022-08-29,4.0,4.0,53.0
2022-08-30,6.0,0.0,41.0
2022-08-31,9.0,0.0,50.0
2022-09-01,9.0,0.0,0.0
2022-09-02,9.0,0.0,0.0
2022-09-03,2.0,3.0,147.0
2022-09-04,4.0,2.0,51.0
2022-09-05,6.0,1.0,56.0
2022-09-06,7.0,2.0,49.0
2022-09-07,8.0,1.0,39.0
2022-09-08,4.0,0.0,98.0
2022-09-09,3.0,3.0,0.0
2022-09-10,3.0,0.0,0.0
2022-09-11,5.0,1.0,38.0
2022-09-12,6.0,2.0,40.0
2022-09-13,5.0,0.0,34.0
2022-09-14,3.0,5.0,31.0
2022-09-15,0.0,0.0,0.0
2022-09-16,9.0,1.0,0.0
2022-09-17,4.0,1.0,102.0
2022-09-18,5.0,2.0,38.0
2022-09-19,7.0,1.0,33.0
2022-09-20,6.0,4.0,37.0
2022-09-21,12.0,0.0,38.0
2022-09-22,0.0,0.0,0.0
2022-09-23,6.0,0.0,0.0
2022-09-24,2.0,0.0,95.0
2022-09-25,7.0,0.0,29.0
2022-09-26,6.0,1.0,30.0
2022-09-27,2.0,0.0,33.0
2022-09-28,4.0,1.0,34.0
2022-09-29,0.0,0.0,0.0
2022-09-30,0.0,1.0,0.0
2022-10-01,6.0,0.0,97.0
2022-10-02,5.0,2.0,29.0
2022-10-03,5.0,0.0,36.0
2022-10-04,2.0,0.0,33.0
2022-10-05,4.0,0.0,38.0
2022-10-06,0.0,1.0,0.0
2022-10-07,7.0,1.0,115.0
2022-10-08,2.0,0.0,0.0
2022-10-09,3.0,0.0,33.0
2022-10-10,3.0,1.0,32.0
2022-10-11,1.0,1.0,34.0
2022-10-12,3.0,0.0,40.0
2022-10-13,0.0,0.0,0.0
2022-10-14,5.0,0.0,107.0
2022-10-15,2.0,0.0,0.0
2022-10-16,6.0,0.0,37.0
2022-10-17,3.0,0.0,34.0
2022-10-18,3.0,4.0,44.0
2022-10-19,8.0,0.0,44.0
2022-10-20,1.0,0.0,0.0
2022-10-21,6.0,0.0,0.0
2022-10-22,0.0,0.0,110.0
2022-10-23,3.0,0.0,35.0
2022-10-24,5.0,2.0,32.0
2022-10-25,6.0,1.0,0.0
2022-10-26,4.0,0.0,75.0
2022-10-27,1.0,0.0,0.0
2022-10-28,0.0,1.0,0.0
2022-10-29,3.0,0.0,112.0
2022-10-30,9.0,0.0,41.0
2022-10-31,3.0,0.0,35.0
2022-11-01,2.0,1.0,36.0
2022-11-02,0.0,1.0,34.0
2022-11-03,0.0,0.0,0.0
2022-11-04,2.0,0.0,0.0
2022-11-05,5.0,1.0,95.0
2022-11-06,8.0,0.0,17.0
2022-11-07,9.0,0.0,7.0
2022-11-08,10.0,0.0,24.0
2022-11-09,8.0,0.0,7.0
2022-11-10,1.0,0.0,0.0
2022-11-11,23.0,0.0,0.0
2022-11-12,2.0,0.0,58.0
2022-11-13,6.0,0.0,18.0
2022-11-14,12.0,0.0,15.0
2022-11-15,8.0,1.0,12.0
2022-11-16,9.0,0.0,9.0
2022-11-17,0.0,1.0,0.0
2022-11-18,10.0,1.0,0.0
2022-11-19,2.0,0.0,35.0
2022-11-20,14.0,0.0,9.0
2022-11-21,11.0,0.0,15.0
2022-11-22,8.0,0.0,4.0
2022-11-23,8.0,1.0,20.0
2022-11-24,2.0,0.0,0.0
2022-11-25,1.0,0.0,0.0
2022-11-26,13.0,0.0,70.0
2022-11-27,5.0,0.0,14.0
2022-11-28,10.0,2.0,12.0
2022-11-29,17.0,0.0,21.0
2022-11-30,11.0,4.0,17.0
2022-12-01,1.0,1.0,0.0
2022-12-02,0.0,0.0,0.0
2022-12-03,17.0,0.0,67.0
2022-12-04,3.0,0.0,25.0
2022-12-05,16.0,1.0,20.0
2022-12-06,6.0,0.0,24.0
2022-12-07,4.0,0.0,26.0
2022-12-08,0.0,0.0,0.0
2022-12-09,11.0,0.0,0.0
2022-12-10,10.0,0.0,60.0
2022-12-11,6.0,1.0,22.0
2022-12-12,9.0,0.0,19.0
2022-12-13,6.0,0.0,23.0
2022-12-14,3.0,0.0,24.0
2022-12-15,2.0,0.0,0.0
2022-12-16,0.0,0.0,66.0
2022-12-17,17.0,0.0,30.0
2022-12-18,2.0,1.0,30.0
2022-12-19,6.0,0.0,33.0
2022-12-20,7.0,1.0,15.0
2022-12-21,3.0,0.0,30.0
2022-12-22,0.0,0.0,0.0
2022-12-23,0.0,0.0,0.0
2022-12-24,7.0,3.0,0.0
2022-12-25,4.0,0.0,90.0
2022-12-26,6.0,0.0,0.0
2022-12-27,4.0,0.0,47.0
2022-12-28,6.0,0.0,0.0
2022-12-29,1.0,0.0,0.0
2022-12-30,1.0,2.0,0.0
2022-12-31,4.0,0.0,88.0
2023-01-01,1.0,0.0,18.0
2023-01-02,1.0,0.0,20.0
2023-01-03,0.0,0.0,10.0
2023-01-04,7.0,0.0,6.0
2023-01-05,0.0,0.0,0.0
2023-01-06,0.0,0.0,0.0
2023-01-07,0.0,0.0,0.0
2023-01-08,0.0,0.0,0.0
2023-01-09,0.0,0.0,0.0
2023-01-10,0.0,0.0,0.0
2023-01-11,0.0,0.0,0.0
2023-01-12,0.0,0.0,0.0
2023-01-13,0.0,0.0,0.0
2023-01-14,0.0,0.0,0.0
2023-01-15,0.0,0.0,0.0
2023-01-16,0.0,0.0,0.0
2023-01-17,0.0,0.0,0.0
2023-01-18,0.0,0.0,0.0
2023-01-19,0.0,0.0,0.0
2023-01-20,0.0,0.0,0.0
2023-01-21,0.0,0.0,0.0
2023-01-22,0.0,0.0,0.0
2023-01-23,0.0,0.0,0.0
2023-01-24,0.0,0.0,0.0
2023-01-25,0.0,0.0,0.0
2023-01-26,0.0,0.0,0.0
2023-01-27,0.0,0.0,0.0
2023-01-28,0.0,0.0,0.0
2023-01-29,0.0,0.0,0.0
2023-01-30,0.0,0.0,0.0
2023-01-31,0.0,0.0,0.0
2023-02-01,76.0,0.0,351.0
2023-02-02,0.0,0.0,8.0
2023-02-03,1.0,0.0,0.0
2023-02-04,0.0,0.0,0.0
2023-02-05,0.0,0.0,41.0
2023-02-06,1.0,0.0,14.0
2023-02-07,2.0,0.0,10.0
2023-02-08,0.0,0.0,0.0
2023-02-09,0.0,0.0,29.0
2023-02-10,0.0,0.0,0.0
2023-02-11,4.0,0.0,0.0
2023-02-12,1.0,0.0,45.0
2023-02-13,1.0,0.0,9.0
2023-02-14,1.0,0.0,10.0
2023-02-15,1.0,0.0,17.0
2023-02-16,0.0,0.0,14.0
2023-02-17,1.0,0.0,0.0
2023-02-18,0.0,0.0,0.0
2023-02-19,1.0,0.0,22.0
2023-02-20,1.0,0.0,9.0
2023-02-21,0.0,0.0,9.0
2023-02-22,0.0,0.0,12.0
2023-02-23,0.0,0.0,12.0
2023-02-24,0.0,0.0,0.0
2023-02-25,0.0,0.0,0.0
2023-02-26,0.0,0.0,34.0
2023-02-27,0.0,0.0,11.0
2023-02-28,1.0,0.0,3.0
2023-03-01,2.0,0.0,7.0
2023-03-02,5.0,0.0,8.0
2023-03-03,0.0,0.0,0.0
2023-03-04,0.0,0.0,0.0
2023-03-05,1.0,0.0,27.0
2023-03-06,0.0,0.0,7.0
2023-03-07,0.0,0.0,7.0
2023-03-08,1.0,0.0,9.0
2023-03-09,0.0,0.0,12.0
2023-03-10,0.0,0.0,0.0
2023-03-11,0.0,0.0,0.0
2023-03-12,0.0,0.0,22.0
2023-03-13,0.0,0.0,7.0
2023-03-14,0.0,0.0,9.0
2023-03-15,0.0,0.0,11.0
2023-03-16,0.0,0.0,8.0
2023-03-17,0.0,0.0,0.0
2023-03-18,0.0,0.0,27.0
2023-03-19,0.0,0.0,0.0
2023-03-20,5.0,0.0,0.0
2023-03-21,0.0,0.0,16.0
2023-03-22,0.0,0.0,7.0
2023-03-23,0.0,0.0,9.0
2023-03-24,7.0,0.0,0.0
2023-03-25,0.0,0.0,0.0
2023-03-26,0.0,0.0,28.0
2023-03-27,0.0,0.0,10.0
2023-03-28,0.0,0.0,9.0
2023-03-29,0.0,0.0,8.0
2023-03-30,0.0,0.0,5.0
2023-03-31,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0
2023-04-02,0.0,0.0,26.0
2023-04-03,3.0,0.0,0.0
2023-04-04,0.0,0.0,0.0
2023-04-05,0.0,0.0,0.0
2023-04-06,0.0,0.0,0.0
2023-04-07,0.0,0.0,0.0
2023-04-08,0.0,0.0,0.0
2023-04-09,0.0,0.0,30.0
2023-04-10,0.0,0.0,5.0
2023-04-11,0.0,0.0,0.0
2023-04-12,12.0,0.0,6.0
2023-04-13,0.0,0.0,2.0
2023-04-14,0.0,0.0,0.0
2023-04-15,0.0,0.0,0.0
2023-04-16,0.0,0.0,6.0
2023-04-17,6.0,0.0,2.0
2023-04-18,0.0,0.0,2.0
2023-04-19,0.0,0.0,0.0
2023-04-20,0.0,0.0,1.0
2023-04-21,0.0,1.0,0.0
2023-04-22,0.0,0.0,0.0
2023-04-23,11.0,0.0,0.0
2023-04-24,0.0,0.0,0.0
2023-04-25,0.0,1.0,0.0
2023-04-26,0.0,0.0,0.0
2023-04-27,0.0,0.0,0.0
2023-04-28,0.0,0.0,0.0
2023-04-29,9.0,0.0,0.0
2023-04-30,0.0,3.0,0.0
2023-05-01,0.0,0.0,0.0
2023-05-02,0.0,4.0,0.0
2023-05-03,0.0,0.0,0.0
2023-05-04,0.0,0.0,0.0
2023-05-05,8.0,1.0,0.0
2023-05-06,0.0,0.0,0.0
2023-05-07,0.0,0.0,9.0
2023-05-08,0.0,1.0,0.0
2023-05-09,0.0,0.0,0.0
2023-05-10,0.0,3.0,0.0
2023-05-11,0.0,0.0,0.0
2023-05-12,0.0,1.0,0.0
2023-05-13,0.0,0.0,0.0
2023-05-14,0.0,0.0,0.0
2023-05-15,18.0,0.0,0.0
2023-05-16,0.0,0.0,0.0
2023-05-17,0.0,0.0,0.0
2023-05-18,0.0,0.0,0.0
2023-05-19,24.0,0.0,0.0
2023-05-20,0.0,1.0,0.0
2023-05-21,0.0,1.0,13.0
2023-05-22,0.0,1.0,0.0
2023-05-23,0.0,1.0,0.0
2023-05-24,0.0,0.0,0.0
2023-05-25,0.0,1.0,0.0
2023-05-26,0.0,0.0,0.0
2023-05-27,31.0,0.0,0.0
2023-05-28,0.0,0.0,0.0
2023-05-29,0.0,0.0,0.0
2023-05-30,0.0,0.0,0.0
2023-05-31,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0
2023-06-02,0.0,0.0,10.0
2023-06-03,15.0,0.0,0.0
2023-06-04,0.0,0.0,0.0
2023-06-05,0.0,0.0,5.0
2023-06-06,0.0,0.0,0.0
2023-06-07,0.0,0.0,
2023-06-08,0.0,0.0,0.0
2023-06-09,0.0,0.0,0.0
2023-06-10,0.0,0.0,0.0
2023-06-11,10.0,0.0,5.0
2023-06-12,0.0,0.0,0.0
2023-06-13,0.0,0.0,0.0
2023-06-14,0.0,0.0,0.0
2023-06-15,0.0,0.0,0.0
2023-06-16,0.0,0.0,0.0
2023-06-17,10.0,0.0,0.0
2023-06-18,0.0,0.0,1.0
2023-06-19,0.0,0.0,0.0
2023-06-20,0.0,0.0,0.0
2023-06-21,0.0,0.0,0.0
2023-06-22,0.0,0.0,0.0
2023-06-23,0.0,0.0,0.0
2023-06-24,11.0,0.0,0.0
2023-06-25,0.0,0.0,0.0
2023-06-26,0.0,0.0,0.0
2023-06-27,0.0,0.0,1.0
2023-06-28,0.0,0.0,1.0
2023-06-29,0.0,0.0,0.0
2023-06-30,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0
2023-07-02,2.0,0.0,0.0
2023-07-03,0.0,0.0,0.0
2023-07-04,0.0,0.0,0.0
2023-07-05,0.0,0.0,0.0
2023-07-06,0.0,0.0,0.0
2023-07-07,0.0,0.0,0.0
2023-07-08,7.0,0.0,0.0
2023-07-09,0.0,0.0,0.0
2023-07-10,0.0,0.0,0.0
2023-07-11,0.0,0.0,0.0
2023-07-12,0.0,0.0,0.0
2023-07-13,0.0,0.0,0.0
2023-07-14,0.0,0.0,0.0
2023-07-15,2.0,0.0,0.0
2023-07-16,0.0,0.0,26.0
2023-07-17,0.0,0.0,0.0
2023-07-18,0.0,0.0,0.0
2023-07-19,0.0,0.0,0.0
2023-07-20,0.0,0.0,0.0
2023-07-21,0.0,0.0,0.0
2023-07-22,3.0,0.0,0.0
2023-07-23,0.0,0.0,32.0
2023-07-24,0.0,0.0,0.0
2023-07-25,0.0,0.0,0.0
2023-07-26,0.0,0.0,0.0
2023-07-27,0.0,0.0,0.0
2023-07-28,0.0,0.0,0.0
2023-07-29,1.0,0.0,0.0
2023-07-30,0.0,0.0,50.0
2023-07-31,0.0,0.0,34.0
2023-08-01,0.0,0.0,0.0
2023-08-02,0.0,0.0,0.0
2023-08-03,0.0,0.0,0.0
2023-08-04,0.0,0.0,0.0
2023-08-05,2.0,0.0,0.0
2023-08-06,0.0,0.0,0.0
2023-08-07,0.0,0.0,0.0
2023-08-08,0.0,0.0,20.0
2023-08-09,0.0,0.0,0.0
2023-08-10,0.0,0.0,0.0
2023-08-11,0.0,0.0,0.0
2023-08-12,0.0,0.0,0.0
2023-08-13,0.0,0.0,0.0
2023-08-14,0.0,0.0,0.0
2023-08-15,0.0,0.0,0.0
2023-08-16,0.0,0.0,0.0
2023-08-17,0.0,0.0,0.0
2023-08-18,0.0,0.0,0.0
2023-08-19,0.0,0.0,0.0
2023-08-20,0.0,0.0,0.0
2023-08-21,0.0,0.0,10.0
2023-08-22,0.0,0.0,0.0
2023-08-23,0.0,0.0,0.0
2023-08-24,0.0,0.0,0.0
2023-08-25,0.0,0.0,0.0
2023-08-26,0.0,0.0,0.0
2023-08-27,0.0,0.0,0.0
2023-08-28,0.0,0.0,5.0
2023-08-29,0.0,0.0,0.0
2023-08-30,0.0,0.0,0.0
2023-08-31,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0
2023-09-02,0.0,0.0,0.0
2023-09-03,3.0,0.0,0.0
2023-09-04,0.0,0.0,6.0
2023-09-05,0.0,0.0,0.0
2023-09-06,0.0,0.0,0.0
2023-09-07,0.0,0.0,0.0
2023-09-08,0.0,0.0,0.0
2023-09-09,0.0,0.0,0.0
2023-09-10,4.0,0.0,0.0
2023-09-11,0.0,0.0,14.0
2023-09-12,0.0,0.0,0.0
2023-09-13,0.0,0.0,0.0
2023-09-14,0.0,0.0,0.0
2023-09-15,0.0,0.0,0.0
2023-09-16,0.0,0.0,0.0
2023-09-17,1.0,0.0,0.0
2023-09-18,0.0,0.0,4.0
2023-09-19,0.0,0.0,0.0
2023-09-20,0.0,0.0,0.0
2023-09-21,0.0,0.0,0.0
2023-09-22,0.0,0.0,0.0
2023-09-23,0.0,0.0,0.0
2023-09-24,0.0,0.0,0.0
2023-09-25,2.0,0.0,11.0
2023-09-26,0.0,0.0,0.0
2023-09-27,0.0,0.0,0.0
2023-09-28,0.0,0.0,0.0
2023-09-29,0.0,0.0,0.0
2023-09-30,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0
2023-10-02,3.0,0.0,0.0
2023-10-03,0.0,0.0,0.0
2023-10-04,0.0,0.0,0.0
2023-10-05,0.0,0.0,0.0
2023-10-06,0.0,0.0,0.0
2023-10-07,0.0,0.0,0.0
2023-10-08,2.0,0.0,0.0
2023-10-09,0.0,0.0,6.0
2023-10-10,0.0,0.0,0.0
2023-10-11,0.0,0.0,0.0
2023-10-12,0.0,0.0,0.0
2023-10-13,0.0,0.0,0.0
2023-10-14,0.0,0.0,0.0
2023-10-15,2.0,0.0,0.0
2023-10-16,0.0,0.0,12.0
2023-10-17,0.0,0.0,0.0
2023-10-18,0.0,0.0,0.0
2023-10-19,0.0,0.0,0.0
2023-10-20,0.0,0.0,0.0
2023-10-21,0.0,0.0,0.0
2023-10-22,3.0,0.0,0.0
2023-10-23,0.0,0.0,0.0
2023-10-24,0.0,0.0,0.0
2023-10-25,0.0,0.0,0.0
2023-10-26,0.0,0.0,0.0
2023-10-27,0.0,0.0,0.0
2023-10-28,0.0,0.0,0.0
2023-10-29,0.0,0.0,0.0
2023-10-30,0.0,0.0,22.0
2023-10-31,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0
2023-11-02,0.0,0.0,0.0
2023-11-03,0.0,0.0,0.0
2023-11-04,0.0,0.0,0.0
2023-11-05,6.0,0.0,0.0
2023-11-06,0.0,0.0,0.0
2023-11-07,0.0,0.0,0.0
2023-11-08,0.0,0.0,0.0
2023-11-09,0.0,0.0,0.0
2023-11-10,0.0,0.0,0.0
2023-11-11,0.0,0.0,0.0
2023-11-12,1.0,0.0,0.0
2023-11-13,0.0,0.0,10.0
2023-11-14,0.0,0.0,0.0
2023-11-15,0.0,0.0,0.0
2023-11-16,0.0,0.0,0.0
2023-11-17,0.0,0.0,0.0
2023-11-18,0.0,0.0,0.0
2023-11-19,0.0,0.0,0.0
2023-11-20,0.0,0.0,0.0
2023-11-21,0.0,0.0,0.0
2023-11-22,0.0,0.0,0.0
2023-11-23,0.0,0.0,0.0
2023-11-24,0.0,0.0,0.0
2023-11-25,0.0,0.0,0.0
2023-11-26,0.0,0.0,0.0
2023-11-27,0.0,0.0,0.0
2023-11-28,0.0,0.0,0.0
2023-11-29,0.0,0.0,0.0
2023-11-30,0.0,0.0,0.0
2023-12-01,,,
2023-12-02,,,
2023-12-03,,,
